William Desmond Taylor,male
George Holt,male
Charlie Chaplin,mostly_male
Mabel Normand,female
Edgar Kennedy,male
Charlie Chaplin,mostly_male
Mack Swain,male
Alice Davenport,female
Mary Pickford,mostly_female
Owen Moore,male
Isobel Vernon,female
Charlie Chaplin,mostly_male
Edgar Kennedy,male
Minta Durfee,unknown
Charlie Chaplin,mostly_male
Chester Conklin,male
Fritz Schade,male
Donald Crisp,male
Blanche Sweet,female
Mae Marsh,female
Charlie Chaplin,mostly_male
Fatty Arbuckle,unknown
Mabel Normand,female
Sydney Drew,mostly_male
Edith Storey,female
Charlie Chaplin,mostly_male
Mabel Normand,female
Chester Conklin,male
Charlie Chaplin,mostly_male
Mabel Normand,female
Phyllis Allen,female
Earle Foxe,male
Bertram Grassby,male
Violet MacMillan,female
Pierre Couderc,male
Comedy,unknown
Earle Foxe,male
Henry B. Walthall,male
Dorothy Gish,female
William Garwood,male
Charlie Chaplin,mostly_male
Fatty Arbuckle,unknown
Edgar Kennedy,male
Charlie Chaplin,mostly_male
Fritz Schade,male
Charlie Chaplin,mostly_male
Mabel Normand,female
Mabel Normand,female
Charly Chase,male
Al St. John,male
Charlie Chaplin,mostly_male
Mabel Normand,female
Charlie Chaplin,mostly_male
Mabel Normand,female
Charlie Chaplin,mostly_male
Virginia Kirtley,female
Alice Davenport,female
Charlie Chaplin,mostly_male
Fatty Arbuckle,unknown
Annette Kellerman,female
William E. Shay,male
William Welsh,male
Charlie Chaplin,mostly_male
Jess Dandy,male
John T. Dillon,male
Pearl White,female
Charlie Chaplin,mostly_male
Phyllis Allen,female
Alice Davenport,female
Charles Chaplin,male
Bessie Barriscale,female
Jane Darwell,female
Jeanie MacPherson,female
Charlie Chaplin,mostly_male
Fatty Arbuckle,unknown
Phyllis Allen,female
Beatriz Michelena,female
House Peters,unknown
Lea Leland,female
Leonid Samoloff,male
Dustin Farnum,male
William Garwood,male
Harry von Meter,male
Charlie Chaplin,mostly_male
Chester Conklin,male
Cecile Arnold,female
Charlie Chaplin,mostly_male
Marie Dressler,female
Mabel Normand,female
Keystone Kops,unknown
Sessue Hayakawa,unknown
Tsuru Aoki,unknown
Frank Borzage,male
Edward Abeles,male
Sessue Hayakawa,unknown
Betty Nansen and Edward José,female
Lillian Gish,female
Mae Marsh,female
Vivian Rich,female
Gayne Whitman,unknown
Blanche Sweet,female
House Peters,unknown
Geraldine Farrar,female
Wallace Reid,male
Charles Chaplin,male
Fannie Ward,female
Sessue Hayakawa,unknown
Victor Moore,male
Alfred Paget,male
Lillian Gish,female
Theda Bara,female
Edward Jose,male
Edgar L. Davenport,male
Fuller Mellish,unknown
Harold Lloyd,male
Harold Lloyd,male
Audrey Munson,female
Thomas A. Curran,male
George Beban,male
Clara Williams,female
Charley Chase,male
Dora Rodgers,female
W. C. Fields,unknown
Henry Walthall,male
Valeska Suratt,female
Louise Glaum,female
Charles Chaplin,male
Blanche Sweet,female
James Neill,male
Charles Chaplin,male
Edna Purviance,female
Lois Alexander,female
Curtis Benton,male
Wallace Clarke,male
Allen Holubar,male
Forrest Taylor,male
Harry von Meter,male
Helene Rosson,female
William S. Hart,male
Louise Glaum,female
Bessie Love,female
William Farnum,male
Dorothy Bernard,female
L.O. Hart,,unknown
Howard C. Hickman,male
Enid Markey,female
George Fisher,male
Annette Kellerman,female
Hal De Forrest,male
Florence La Badie,female
Edwin Stanley,male
Ethelmary Oakland,unknown
Roscoe "Fatty" Arbuckle,male
Mabel Normand,female
Charlie Chaplin,mostly_male
Edna Purviance,female
Lloyd Bacon,male
William S. Hart,male
Clara Williams,female
Mae Marsh,female
Robert Harron,male
Mary Pickford,mostly_female
Frank Losee,male
Geraldine Farrar,female
Leah Baird,female
Walter McGrail,male
Adele DeGarde,female
Harold Lloyd,male
Bebe Daniels,male
Dorothy Donnelly,female
John Bowers,male
Charlotte Burton,female
Harry Keenan,male
Douglas Fairbanks,male
Jewel Carmen,mostly_female
Charlie Chaplin,mostly_male
Harold Lockwood,male
May Allison,female
William Gillette,male
Edward Fielding,male
Patricia Palmer,female
Frank Keenan,male
Mary Boland,mostly_female
Theda Bara,female
Herbert Heyes,male
Tyrone Power,male
Sr.,unknown
Juan de la Cruz,male
Mary Miles Minter,mostly_female
Wallace MacDonald,male
Harold Lloyd,male
Bebe Daniels,male
Robert Harron,male
Richard Cummings,male
Harry Carey,male
Molly Malone,female
'Fatty' Arbuckle / Buster Keaton,unknown
Theda Bara,female
Alan Roscoe,male
Harry Carey,male
Gertrude Astor,female
Theda Bara,female
Fritz Leiber,male
Sr.,unknown
Thurston Hall,unknown
Geraldine Farrar,female
Wallace Reid,male
Charlie Chaplin,mostly_male
Edna Purviance,female
Louise Glaum,female
Jack Pickford,male
Louise Huff,female
Grace Darmond,female
Niles Welch,unknown
Peggy Hyland,female
Antonio Moreno,male
'Fatty' Arbuckle,unknown
Buster Keaton,male
Charlie Chaplin,mostly_male
Edna Purviance,female
Douglas Fairbanks,male
Mabel Taliaferro,female
Mary Pickford,mostly_female
Mary Pickford,mostly_female
Norman Kerry and ZaSu Pitts,male
Florence La Badie,female
Holmes Herbert,unknown
Mary Miles Minter,mostly_female
Allan Forrest,male
Douglas Fairbanks,male
Marjorie Daw,female
'Fatty' Arbuckle,unknown
Buster Keaton,male
Mabel Taliaferro,female
Thomas Carrigan,male
Mary Pickford,mostly_female
Douglas Fairbanks,male
Eileen Percy,female
Mary Pickford,mostly_female
'Fatty' Arbuckle,unknown
Al St. John,male
'Fatty' Arbuckle,unknown
Buster Keaton,male
Gail Kane,mostly_female
Douglas MacLean,male
Harry Carey,male
Louise Glaum,female
Douglas Fairbanks,male
Wallace Reid,male
Mae Marsh,female
Jere Austin,male
Mary Pickford,mostly_female
Harold Lloyd,male
Snub Pollard,unknown
Douglas Fairbanks,male
Theodore Roberts,male
Mary Miles Minter,mostly_female
Allan Forrest,male
Wallace Reid,male
Ann Little,female
Noah Beery,male
Fatty Arbuckle,unknown
Buster Keaton,male
Tula Belle,unknown
Douglas Fairbanks,male
Pauline Curley,female
Mae Murray,female
Lew Cody,male
Marion Davies,female
Fatty Arbuckle,unknown
Buster Keaton,male
Francis Ford,male
Mae Gaston,female
Edith Roberts,female
Hallam Cooley,unknown
Mary Miles Minter,mostly_female
Allan Forrest,male
Edith Storey,female
Bradley Barker,male
Mae Murray,female
Wheeler Oakman,unknown
Norma Talmadge,female
Thomas Meighan,male
Madge Kennedy,female
Rockliffe Fellowes,unknown
Enid Bennett,female
Douglas MacLean,male
Herbert M. Dawley,male
Willis O'Brien,male
Louise Glaum,female
George Fawcett,male
Lilian Gish,female
Robert Harron,male
Lillian Gish,female
Douglas Fairbanks,male
Marjorie Daw,female
Douglas Fairbanks,male
Katherine MacDonald,female
Dorothy Phillips,female
William Stowell,male
Lillian Gish,female
Dorothy Gish,female
Harry Carey,male
Duke R. Lee,male
Katherine Harris Barrymore,female
Jack Pickford,male
Robert Gordon,male
Edith Storey,female
Philo McCullough,unknown
Mary MacLane,mostly_female
Ralph Graves,male
Mabel Normand,female
'Fatty' Arbuckle/Buster Keaton,unknown
Douglas Fairbanks,male
Wanda Hawley,female
Mitchell Lewis,male
Harold Lloyd,male
Elliott Dexter,male
Florence Vidor,female
Fatty Arbuckle,unknown
Buster Keaton,male
Mary Miles Minter,mostly_female
Allan Forrest,male
Edith Storey,female
Wheeler Oakman,unknown
Elmo Lincoln,male
Enid Markey,female
Theda Bara,female
G. Raymond Nye,unknown
Harry Carey,male
Molly Malone,female
Edith Roberts,female
Harold Goodwin,male
Charlie Chaplin,mostly_male
Sydney Chaplin,mostly_male
Mary Miles Minter,mostly_female
Allan Forrest,male
Elliott Dexter,male
Ann Little,female
Mary Pickford,mostly_female
Elmo Lincoln and Enid Markey,male
Bryant Washburn,male
Florence Vidor,female
Francis Carpenter,male
Virginia Lee Corbin,female
Theda Bara,female
G. Raymond Nye,unknown
Elsie Ferguson,female
Eugene O'Brien,male
Mabel Normand,female
Rod La Rocque,male
Kathlyn Williams,female
Elliott Dexter,male
Enid Bennett,female
Albert Ray,male
Ella Hall,female
A. Edward Sutherland,unknown
Raymond Hatton,male
Kathlyn Williams,female
Mary Miles Minter,mostly_female
Paul Kelly,male
Harold Lloyd,male
Bebe Daniels,male
Fatty Arbuckle,unknown
Buster Keaton,male
David Butler,male
ZaSu Pitts,unknown
Erich von Stroheim,male
Francelia Billington,unknown
Robert Frazer,male
Lillian Gish,female
Richard Barthelmess,male
Harold Lloyd,male
Bebe Daniels,male
Mary Pickford,mostly_female
Lloyd Hughes,male
Barbara Castleton,female
Charlie Chaplin,mostly_male
Edna Purviance,female
Mae Murray,female
Rudolph Valentino,male
Gloria Swanson,female
Elliott Dexter,male
Charles Richman,male
Leah Baird,female
Priscilla Dean,female
Thurston Hall,unknown
Henry B. Walthall,male
Lon Chaney,male
Elliott Dexter,male
Gloria Swanson,female
Harold Lloyd,male
Mildred Davis,female
Adolf Lestina,male
Carol Dempster,mostly_female
Harry Houdini,male
Thomas Jefferson,male
Harry Carey,male
J. Barney Sherry,unknown
Enid Bennett,female
Hallam Cooley,unknown
Enid Bennett,female
Jack Nelson,male
Wallace Reid,male
Lila Lee,female
Mary Pickford,mostly_female
Harold Goodwin,male
Douglas Fairbanks,male
Marjorie Daw,female
Evelyn Preer,female
Enid Bennett,female
Niles Welch,unknown
Olive Thomas,female
Ann Kroman,female
Gloria Swanson,female
Thomas Meighan,male
Dustin Farnum,male
Harry von Meter,male
Lon Chaney,male
Betty Compson,female
Lucy Cotton,female
Wyndham Standing,male
Wyndham Standing,male
Sylvia Breamer,female
Mitchell Lewis,male
Jimsy Maye,unknown
Harold Lloyd,male
Bebe Daniels,male
Norma Talmadge,female
Thomas Meighan,male
Aurora Mardiganian,female
Irving Cummings,male
Wallace Reid,male
Ann Little,female
Earle Williams,male
Harry von Meter,male
Lillian Gish,female
Robert Harron,male
Louise Glaum,female
Matt Moore,male
Richard Barthelmess,male
Eugenie Besserer,female
Elsie Ferguson,female
Zeffie Tilbury,unknown
Wallace Beery,male
Ogden Crane,unknown
Charlie Chaplin,mostly_male
Edna Purviance,female
John Barrymore,male
Constance Binney,female
Lillian Gish,female
Bobby Harron,male
George Nichols,male
Lloyd Hughes,male
Mary MacLaren,mostly_female
Thurston Hall,unknown
Enid Bennett,female
Niles Welch,unknown
Enid Bennett,female
Milton Sills,male
Douglas Fairbanks,male
Kathleen Clifford,female
Holmes Herbert,unknown
Ben Alexander,male
Geraldine Farrar,female
Lou Tellegen,mostly_male
Bothwell Browne,unknown
Ford Sterling,unknown
Wallace Reid,male
Wanda Hawley,female
Wedgwood Nowell,unknown
Ralph Lewis,male
Wallace Beery,male
Laura La Plante,female
Harold Lloyd,male
Mildred Davis,female
Marion Davies,female
Conway Tearle,male
Walter McGrail,male
Leatrice Joy,female
Gladys Leslie,female
Creighton Hale,male
Buster Keaton,male
Joe Roberts,male
Lionel Barrymore,male
Doris Rankin,female
Sam de Grasse,mostly_male
Mae Busch,female
Jack Pickford,male
Marie Dunn,female
John Barrymore,male
Enid Bennett,female
Lloyd Hughes,male
Florence Vidor,female
Roscoe Karns,male
'Fatty' Arbuckle,unknown
Buster Keaton,male
Frank Mayo,male
Elinor Fair,female
Enid Bennett,female
Matt Moore,male
William Conklin,male
Harold Lloyd,male
Enid Bennett,female
Rowland V. Lee,male
Harold Lloyd,male
Lewis Sargent,male
Wallace Beery,male
Richard Barthelmess,male
Clarine Seymour,female
James Kirkwood,male
Anna Q. Nilsson,female
F. A. Turner,unknown
Harry Todd,male
Mary Miles Minter,mostly_female
Charles Meredith,male
Elsie Ferguson,female
David Powell,male
Wallace Beery,male
Louise Glaum,female
James Kirkwood,male
Sr.,unknown
Carol Dempster,mostly_female
Richard Barthelmess,male
Pauline Frederick,female
William Faversham,male
Hedda Hopper,female
Douglas Fairbanks,male
Marguerite De La Motte,female
Buster Keaton,male
Virginia Fox,female
Harold Lloyd,male
Mildred Davis,female
Harold Lloyd,male
Emma Dunn,female
Henry Harmon,male
Buster Keaton,male
Charles Clary,male
Lon Chaney,male
Howard Ralston,male
Dorothy Gish,female
James Rennie,male
Doris Keane,female
Basil Sydney,male
Fatty Arbuckle,unknown
Irving Cummings,male
Buster Keaton,male
Buster Keaton,male
Louise Glaum,female
Irving Cummings,male
Alice Lake,female
Robert D. Walker,male
Enid Bennett,female
Geoffrey Webb,male
House Peters,unknown
Mary Alden,mostly_female
Ormer Locklear,unknown
Louise Lovely,female
Mabel Normand,female
Tully Marshall,andy
Elliott Dexter,male
Gloria Swanson,female
Henry B. Walthall,male
Rosemary Theby,female
Mary Pickford,mostly_female
Albert Austin,male
Lon Chaney,male
Shirley Mason,female
Priscilla Dean,female
Wallace Beery,male
Lillian Gish,female
Gloria Swanson,female
Thomas Meighan,male
Bebe Daniels,male
Evelyn Preer,female
Enid Bennett,female
William Conklin,male
Lon Chaney,male
Leatrice Joy,female
John Bowers,male
Hardee Kirkland,unknown
Raymond Hatton,male
Wallace Reid,male
Gloria Swanson,female
Harold Lloyd,male
Buck Jones,male
Barbara Bedford,female
Claire Windsor,female
Buster Keaton,male
Fatty Arbuckle,unknown
Betty Ross Clarke,female
Alla Nazimova,female
Rudolph Valentino,male
Patsy Ruth Miller,mostly_female
Rudolph Valentino,male
Alice Terry,female
George Arliss,male
Florence Arliss,female
Richard Barthelmess,male
Reginald Denny,male
Agnes Ayres,female
Clarence Burton,male
Wallace Reid,male
Elsie Ferguson,female
Montagu Love,unknown
Rudolph Valentino,male
Buster Keaton,male
Joe Roberts,male
Buster Keaton,male
Jane Thomas,female
Holmes Herbert,unknown
Hedda Hopper,female
Buster Keaton,male
Bartine Burkett,unknown
Harold Lloyd,male
Charles Chaplin,male
Lionel Barrymore,male
Charlie Chaplin,mostly_male
Jackie Coogan,andy
Mary Pickford,mostly_female
John Barrymore,male
Colleen Moore,female
Mary Pickford,mostly_female
Raymond Bloomer,male
Lloyd Hughes,male
Madge Bellamy,female
Stan Laurel,male
Oliver Hardy,male
Constance Binney,female
Vincent Coleman,male
Blanche Craig,female
Constance Talmadge,female
Effie Shannon,female
Kenneth Harlan,male
Lloyd Hughes,male
Betty Ross Clarke,female
Harold Lloyd,male
Max Davidson,male
Snitz Edwards,unknown
Harold Lloyd,male
Mildred Davis,female
Douglas Fairbanks,male
Marguerite De La Motte,female
Margery Wilson,female
Percy Helton,male
Lillian Gish,female
Dorothy Gish,female
Buster Keaton,male
Virginia Fox,female
Joe Roberts,male
Edward F. Cline,male
Hoot Gibson,unknown
Pauline Frederick,female
John Bowers,male
Harold Lloyd,male
Hobart Bosworth,male
Bessie Love,female
Emory Johnson,male
Gareth Hughes,male
Max Linder,male
Alta Allen,female
Rudolph Valentino,male
Agnes Ayres,female
Justine Johnstone,female
Riley Hatch,mostly_male
and Warner Baxter,unknown
Leslie Austin,mostly_female
John Bowers,male
Colleen Moore,female
Hoot Gibson,unknown
Mary Pickford,mostly_female
Gertrude Astor,female
Richard Barthelmess,male
Alice Lake,female
Carl Gerard,male
Rudolph Valentino,male
Thomas Meighan,male
Constance Talmadge,female
Kenneth Harlan,male
Gloria Swanson,female
Rudolph Valentino,male
Lon Chaney,male
Raymond McKee,male
Rudolph Valentino,male
Nita Naldi,female
Lila Lee,female
Wallace Reid,male
Agnes Ayres,female
Buster Keaton,male
Harold Lloyd,male
Florence Vidor,female
Buster Keaton,male
Betty Blythe,female
Thurston Hall,unknown
Erich von Stroheim,male
Buster Keaton,male
Harold Lloyd,male
Mildred Davis,female
Wesley Barry,male
Marie Prevost,female
Jack Mulhall,male
Hoot Gibson,unknown
Leatrice Joy,female
Thomas Meighan,male
Dorothy Dalton,female
Charles Brinley,male
Jackie Coogan,andy
Allakariallak,unknown
Nyla Cunayou,female
Jackie Coogan,andy
Buster Keaton,male
Charlie Chaplin,mostly_male
Phyllis Allen,female
Mack Swain,male
Mae Murray,female
Monte Blue,male
Edmund Lowe,male
Laurette Taylor,female
Mahlon Hamilton,male
Lewis Stone,male
Hoot Gibson,unknown
Douglas Fairbanks,male
Leatrice Joy,female
Conrad Nagel,male
Lon Chaney,male
Marguerite De La Motte,female
Mary Pickford,mostly_female
Anna May Wong,female
Kenneth Harlan,male
Barbara La Marr,female
Ramon Novarro,male
Doris May,female
Hallam Cooley,unknown
Marion Davies,female
Forrest Stanley,male
Virginia Pearson,female
Harry T. Morey,male
Anita Stewart,female
Darrell Foss,male
Rudolph Valentino,male
Fanny Midgley,female
Matt Moore,male
Enid Bennett,female
Norma Talmadge,female
Conway Tearle,male
Wallace Beery,male
Buster Keaton,male
Corinne Griffith,female
Conway Tearle,male
Richard Dix,male
Lois Wilson,female
Wesley Barry,male
Spec O'Donnell,unknown
Bruce Guerin,male
Mildred Harris,female
Charles Emmett Mack and Clara Bow,male
Mabel Normand,female
Bessie Love,female
Harold Goodwin,male
Lon Chaney,male
Patsy Ruth Miller,mostly_female
Norman Kerry,male
Norman Kerry,male
Mary Philbin,mostly_female
Buster Keaton,male
Charles Chaplin,male
Edna Purviance,female
Harold Lloyd,male
Ramón Novarro,male
Alice Terry,female
Lewis Stone,male
Lon Chaney,male
Virginia Valli,female
Ben Turpin,male
Edmund Lowe,male
Béla Lugosi,male
Colleen Moore,female
Wheeler Oakman,unknown
Sam De Grasse,mostly_male
Richard Dix,male
Eleanor Boardman,female
Theodore Roberts,male
Buster Keaton,male
Lillian Gish,female
Ronald Colman,male
Harold Lloyd,male
Edna Purviance,female
Beverly Bayne,female
Edith Roberts,female
Carol Dempster,mostly_female
Neil Hamilton,male
Ramon Novarro,male
Alice Terry,female
John Barrymore,male
Mary Astor,mostly_female
Baby Peggy,unknown
Hobart Bosworth,male
Irene Rich,female
Mae Murray,female
James Kirkwood,male
Sr.,unknown
Tom Rickets,male
Ralph Lewis,male
Winifred Landis,female
Richard Barthelmess,male
May McAvoy,female
Baby Peggy,unknown
Gladys Hulette,female
Vera Reynolds,female
Rod La Rocque,male
Harold Lloyd,male
Jobyna Ralston,unknown
ZaSu Pitts,unknown
Gibson Gowland,unknown
Lon Chaney,male
Norma Shearer,female
John Gilbert,male
Baby Peggy,unknown
Edward Everett Horton,male
Clara Bow,female
Constance Talmadge,female
Ronald Colman,male
Jean Hersholt,male
Aileen Pringle,female
John Gilbert,male
Harold Lloyd,male
Jobyna Ralston,unknown
George O'Brien,male
Madge Bellamy,female
Carol Dempster,mostly_female
Neil Hamilton,male
Marion Davies,female
Holbrook Blinn,unknown
Tyrone Power,male
Sr.,unknown
Louise Fazenda,female
Harry Myers,male
Jackie Coogan,andy
Gloria Swanson,female
Tom Moore,male
Rudolph Valentino,male
Bebe Daniels,male
Lois Wilson,female
Doris Kenyon,female
Buster Keaton,male
Kathryn McGuire,female
Laurette Taylor,female
Tom Moore,male
Betty Bronson,female
Ernest Torrence,male
Virginia Browne Faire,female
Ramon Novarro,male
Enid Bennett,female
Lillian Gish,female
Dorothy Gish,female
William Powell,male
Milton Sills,male
Norma Talmadge,female
Eugene O'Brien,male
Buster Keaton,male
Kathryn McGuire,female
Barbara La Marr,female
Lew Cody,male
Mae Busch,female
Douglas Fairbanks,male
Snitz Edwards,unknown
Charles Belcher,male
Julanne Johnston,unknown
Anna May Wong,female
Conrad Nagel,male
Aileen Pringle,female
Virginia Valli,female
Frank Mayo,male
Eleanor Boardman,female
Douglas MacLean,male
Patsy Ruth Miller,mostly_female
Tom Moore,male
Pauline Starke,female
Ramón Novarro,male
Francis X. Bushman,male
May McAvoy,female
Betty Bronson,female
John Gilbert,male
Renée Adorée,female
Conrad Nagel,male
Lewis Stone,male
Marguerite De La Motte,female
Eleanor Boardman,female
Malcolm McGregor,male
Rudolph Valentino,male
Nita Naldi,female
Alice Terry,female
Lewis Stone,male
Laura La Plante,female
Eugene O'Brien,male
Ronald Colman,male
Vilma Bánky,female
Douglas Fairbanks,male
Rudolph Valentino,male
Hope Hampton,female
Lionel Barrymore,male
Louise Glaum,female
Harold Lloyd,male
Buster Keaton,male
Charlie Chaplin,mostly_male
Monte Blue,male
Patsy Ruth Miller,mostly_female
Henry B. Walthall,male
Gertrude Astor,female
Bessie Love,female
Adolphe Menjou,male
Betty Bronson,female
Tom Moore,male
Norma Talmadge,female
Wallace MacDonald,male
Ronald Colman,male
May McAvoy,female
Mary Pickford,mostly_female
William Haines,male
Bessie Love,female
Wallace Beery.,male
Richard Dix,male
Esther Ralston,female
Tom Mix,male
Billie Dove,mostly_female
May McAvoy,female
Jack Mulhall,male
Thomas Meighan,male
Virginia Valli,female
Frank Morgan,male
Mae Murray,female
Lila Lee,female
Aileen Pringle,female
Conway Tearle,male
Jackie Coogan,andy
Joan Crawford,female
Lon Chaney,male
Mary Philbin,mostly_female
Norman Kerry,male
Clara Bow,female
Gilbert Roland,male
ZaSu Pitts,unknown
Conrad Nagel,male
Eleanor Boardman,female
Pat O'Malley,andy
Jackie Coogan,andy
Max Davidson,male
Constance Bennett,female
Joan Crawford,female
Carol Dempster,mostly_female
W. C. Fields,unknown
Georgia Hale,female
George K. Arthur,male
Buster Keaton,male
Marie Prevost,female
Clive Brook,male
Laura La Plante,female
Malcolm McGregor,male
Gloria Swanson,female
Lawrence Gray,male
Laura La Plante,female
Pat O'Malley,andy
Hedda Hopper. Walter McGrail,female
Mae Busch,female
Lew Cody,male
Richard Dix,male
Frances Howard,female
Norma Shearer,female
Lon Chaney,male
Buck Jones,male
Nancy Deaver,female
William S. Hart,male
Lon Chaney,male
Mae Busch,female
Dorothy Dwan,female
George Chesebro,male
Marguerite Clayton,female
Monte Blue,male
Jane Winton,female
Myrna Loy,female
John Gilbert,male
Eleanor Boardman,female
Tullio Carminati,male
Charles Herzinger,male
Jewel Carmen,mostly_female
Louise Fazenda,female
Buster Keaton,male
Sally O'Neil,female
Ronald Colman,male
Neil Hamilton,male
Lionel Barrymore,male
Caroline Frances Cooke,female
Sydney Chaplin,mostly_male
Doris Hill,female
Marion Davies,female
Antonio Moreno,male
Douglas Fairbanks,male
Billie Dove,mostly_female
Lon Chaney,male
Owen Moore,male
Lillian Gish,female
John Gilbert,male
Renée Adorée,female
Marceline Day,female
John Harron,male
Patsy Ruth Miller,mostly_female
Louise Dresser,female
Douglas Fairbanks,male
Jr.,unknown
William Haines,male
Jack Pickford,male
Mary Brian,mostly_female
Rod La Rocque,male
Mildred Harris,female
Snitz Edwards,unknown
Conrad Nagel,male
Claire Windsor,female
Hedda Hopper,female
John Barrymore,male
Mary Astor,mostly_female
Warner Oland,male
Estelle Taylor,female
Colleen Moore,female
Lloyd Hughes,male
Conrad Nagel,male
Renee Adoree,female
Gloria Swanson,female
Eugene O'Brien,male
John Gilbert,male
Greta Garbo,female
Harold Lloyd,male
Jobyna Ralston,unknown
Lew Cody,male
Marceline Day,female
Buster Keaton,male
Marion Mack,female
Warner Baxter,male
Neil Hamilton,male
Tom Mix,male
Dorothy Dwan,female
Raymond Griffith,male
Mary Astor,mostly_female
Lloyd Hughes,male
Dolores del Río,female
Olive Borden,female
Neil Hamilton,male
Marie Dressler,female
Eddie Cantor,male
Clara Bow,female
Billie Dove,mostly_female
Norma Talmadge,female
Ronald Colman,male
Betty Bronson,female
Esther Ralston,female
Dorothy Cumming,female
Jack Hoxie,male
Marceline Day,female
Alice Terry,female
Paul Wegener,male
Clara Bow,female
Percy Marmont,male
Ernest Torrence,male
Antonio Moreno,male
Alice Terry,female
Bebe Daniels,male
Warner Baxter,male
Ford Sterling,unknown
Thomas Meighan,male
Lila Lee,female
Charles Farrell,male
Esther Ralston,female
Patsy Ruth Miller,mostly_female
George Jessel,male
John Barrymore,male
Dolores Costello,female
George O'Hara,male
Monte Blue,male
Patsy Ruth Miller,mostly_female
W. C. Fields,unknown
Alice Joyce,female
Adolphe Menjou,male
Ricardo Cortez,male
Carol Dempster,mostly_female
Lya De Putti,female
Mary Pickford,mostly_female
Roy Stewart,male
Gustav von Seyffertitz,male
Harry Langdon,male
Priscilla Bonner,female
Gertrude Astor,female
Greta Garbo,female
Antonio Moreno,male
Greta Garbo,female
Ricardo Cortez,male
Harry Langdon,male
Joan Crawford,female
Edmund Lowe,male
Victor McLaglen,male
Dolores del Río,female
Ronald Colman,male
Vilma Bánky,female
Gary Cooper,male
Edna Purviance,female
Raymond Bloomer,male
Lew Cody,male
Aileen Pringle,female
Laura La Plante,female
Forrest Stanley,male
Creighton Hale,male
Kru,unknown
Chantui,unknown
Nah,unknown
Ladah,unknown
Bimbo,unknown
Phyllis Haver,female
Julia Faye,female
Clara Bow,female
Esther Ralston,female
Gary Cooper,male
Buster Keaton,male
Anne Cornwall,female
Pauline Garon,female
Ben Turpin,male
Robert Agnew,male
Lillian Gish,female
Ralph Forbes,male
Marion Davies,female
Johnny Mack Brown,male
Russell Simpson,male
Charles Emmett Mack,male
Ben Lyon,male
Claudette Colbert,female
Tim McCoy,male
Claire Windsor,female
Alice Terry,female
Ivan Petrovich,male
Conrad Nagel,male
Myrna Loy,female
Harry Langdon,male
Natalie Kingston,female
Clara Bow,female
Clive Brook,male
Mae Busch,female
Charles Delaney,male
Jean Arthur,male
Clara Bow and Antonio Moreno,female
Al Jolson,male
May McAvoy,female
Harold Lloyd,male
H. B. Warner,unknown
Dorothy Cumming,female
Joseph Schildkraut,male
Richard Dix,male
Mary Brian,mostly_female
Claire Windsor,female
William Haines,male
Harry Carey,male
Lon Chaney,male
Marceline Day,female
Conrad Nagel,male
Harry Langdon,male
Gloria Swanson,female
John Boles,male
Mary Pickford,mostly_female
Buddy Rogers,male
Marion Davies,female
Owen Moore,male
Dolores del Rio,female
